,ROC-AUC,PR-AUC,ACCURACY,BALANCED ACCURACY,PRECISION,RECALL,F1 SCORE,MCC
0,0.8718302696934211,0.5095814834845281,0.9720245398773006,0.7105934616087064,0.648936170212766,0.4295774647887324,0.5169491525423728,0.514542211513579
1,0.8388482432863135,0.4931510937305087,0.9695705521472393,0.658412207288992,0.6216216216216216,0.323943661971831,0.42592592592592593,0.43513563503899033
2,0.8261335109564072,0.4184278737004009,0.9698159509202454,0.6856913154492682,0.6067415730337079,0.38028169014084506,0.4675324675324675,0.4659765733245308
3,0.8475431792381547,0.4847227675274769,0.9722699386503068,0.7039325963408214,0.6629213483146067,0.4154929577464789,0.5108225108225107,0.5117515173079421
4,0.8507769218924021,0.5465615720402447,0.9720245398773006,0.7071994642658903,0.6521739130434783,0.4225352112676056,0.5128205128205128,0.5115943062046058
5,0.8001624033547842,0.46415059544830006,0.9722699386503068,0.720902583054902,0.6464646464646465,0.4507042253521127,0.5311203319502075,0.526254896939221
6,0.8243313171682013,0.40527053986077266,0.9695705521472393,0.6923521807171531,0.5957446808510638,0.39436619718309857,0.4745762711864407,0.4699733586200372
7,0.8159801678108314,0.49555706390741905,0.9712883435582822,0.7407580494408097,0.6086956521739131,0.49295774647887325,0.5447470817120623,0.5332372058282333
8,0.827368994030289,0.4244367283300012,0.9688343558282209,0.6512428243501179,0.6027397260273972,0.30985915492957744,0.4093023255813953,0.4182259224737772
9,0.8343261961803877,0.5007936568728186,0.9629447852760736,0.746617641265851,0.47096774193548385,0.5140845070422535,0.49158249158249157,0.47288049196566634
10,0.8314442976189197,0.4469462041731955,0.9658895705521472,0.744749196936002,0.5106382978723404,0.5070422535211268,0.5088339222614839,0.4911686989457117
11,0.8343038142406435,0.5007669146947148,0.9705521472392638,0.7200126771306712,0.6037735849056604,0.4507042253521127,0.5161290322580645,0.5069794600975147
12,0.7944567992751833,0.39357701965209063,0.9651533742331289,0.6900638511977023,0.5,0.39436619718309857,0.4409448818897638,0.426397469375823
