,ROC-AUC,PR-AUC,ACCURACY,BALANCED ACCURACY,PRECISION,RECALL,F1 SCORE,MCC
0,0.8588881368557135,0.481326785000851,0.9717791411042945,0.7172543268765914,0.6363636363636364,0.44366197183098594,0.5228215767634855,0.5175636781559279
1,0.8210608681327732,0.47842211620475816,0.969079754601227,0.6887039245388425,0.5851063829787234,0.3873239436619718,0.4661016949152542,0.46105958804132885
2,0.8096281733114169,0.4217436323225659,0.9703067484662576,0.6825515769419466,0.6235294117647059,0.3732394366197183,0.46696035242290757,0.4685175021687083
3,0.8278542344839442,0.480838107483714,0.9715337423312883,0.6899752187163152,0.6547619047619048,0.3873239436619718,0.48672566371681414,0.49040240044209377
4,0.8479030808292419,0.5361838756960249,0.974478527607362,0.711864755786179,0.7261904761904762,0.4295774647887324,0.5398230088495576,0.54690809416448
5,0.6200352381259333,0.1419074512124372,0.9651533742331289,0.5,0.0,0.0,0.0,0.0
6,0.58187044975165,0.09926029856687395,0.9597546012269939,0.5582951049802501,0.3103448275862069,0.1267605633802817,0.18,0.1805108524517758
7,0.7111073509452341,0.24655715173353393,0.9649079754601227,0.6186627775808167,0.49295774647887325,0.24647887323943662,0.3286384976525822,0.3326399771077384
8,0.5789527400865913,0.08472941558949308,0.24588957055214725,0.5346633577206948,0.03784295175023652,0.8450704225352113,0.0724418955629339,0.03060021189673419
9,0.80619836486501,0.4818988881858422,0.9678527607361963,0.7186142535354512,0.5470085470085471,0.4507042253521127,0.49420849420849416,0.480157580360485
10,0.7363810373044266,0.2179172743734649,0.9634355828220859,0.522868075475482,0.3333333333333333,0.04929577464788732,0.08588957055214723,0.11714243260463907
11,0.8015062150170281,0.4678328171637165,0.9703067484662576,0.7130975530272916,0.6019417475728155,0.43661971830985913,0.5061224489795918,0.4979564608417341
12,0.7823114634923706,0.3889449016777496,0.9678527607361963,0.6812802827644739,0.5578947368421052,0.3732394366197183,0.4472573839662447,0.44063944576196273
13,0.6630703365885626,0.07172459390253992,0.9651533742331289,0.5,0.0,0.0,0.0,0.0
14,0.7571523726646684,0.3071896468766245,0.9676073619631902,0.5657572436909788,0.6785714285714286,0.13380281690140844,0.22352941176470587,0.2919672397232262
15,0.8301183915084712,0.45221926404621043,0.9705521472392638,0.6758907116740617,0.6375,0.3591549295774648,0.4594594594594595,0.46502431516927323
16,0.7988955855652602,0.4483450858732859,0.9717791411042945,0.676526358762798,0.68,0.3591549295774648,0.4700460829493088,0.48170935074347265
